"result_id","cdm_name","group_name","group_level","strata_name","strata_level","variable_name","variable_level","estimate_name","estimate_type","estimate_value","additional_name","additional_level"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Outcome",NA,"prevalence_95CI_upper","numeric","-","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2008-08-01 &&& 2008-08-31 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Denominator",NA,"denominator_count","integer","59","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2008-09-01 &&& 2008-09-30 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Outcome",NA,"outcome_count","integer","-","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2008-09-01 &&& 2008-09-30 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Outcome",NA,"prevalence","numeric","-","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2008-09-01 &&& 2008-09-30 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Outcome",NA,"prevalence_95CI_lower","numeric","-","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2008-09-01 &&& 2008-09-30 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Outcome",NA,"prevalence_95CI_upper","numeric","-","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2008-09-01 &&& 2008-09-30 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Denominator",NA,"denominator_count","integer","59","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2008-10-01 &&& 2008-10-31 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Outcome",NA,"outcome_count","integer","-","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2008-10-01 &&& 2008-10-31 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Outcome",NA,"prevalence","numeric","-","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2008-10-01 &&& 2008-10-31 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Outcome",NA,"prevalence_95CI_lower","numeric","-","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2008-10-01 &&& 2008-10-31 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Outcome",NA,"prevalence_95CI_upper","numeric","-","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2008-10-01 &&& 2008-10-31 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Denominator",NA,"denominator_count","integer","60","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2008-11-01 &&& 2008-11-30 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Outcome",NA,"outcome_count","integer","0","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2008-11-01 &&& 2008-11-30 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Outcome",NA,"prevalence","numeric","0","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2008-11-01 &&& 2008-11-30 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Outcome",NA,"prevalence_95CI_lower","numeric","0","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2008-11-01 &&& 2008-11-30 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Outcome",NA,"prevalence_95CI_upper","numeric","0.06017","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2008-11-01 &&& 2008-11-30 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Denominator",NA,"denominator_count","integer","59","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2008-12-01 &&& 2008-12-31 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Outcome",NA,"outcome_count","integer","-","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2008-12-01 &&& 2008-12-31 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Outcome",NA,"prevalence","numeric","-","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2008-12-01 &&& 2008-12-31 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Outcome",NA,"prevalence_95CI_lower","numeric","-","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2008-12-01 &&& 2008-12-31 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Outcome",NA,"prevalence_95CI_upper","numeric","-","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2008-12-01 &&& 2008-12-31 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Denominator",NA,"denominator_count","integer","59","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2009-01-01 &&& 2009-01-31 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Outcome",NA,"outcome_count","integer","0","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2009-01-01 &&& 2009-01-31 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Outcome",NA,"prevalence","numeric","0","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2009-01-01 &&& 2009-01-31 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Outcome",NA,"prevalence_95CI_lower","numeric","0","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2009-01-01 &&& 2009-01-31 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Outcome",NA,"prevalence_95CI_upper","numeric","0.06113","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2009-01-01 &&& 2009-01-31 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Denominator",NA,"denominator_count","integer","60","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2009-02-01 &&& 2009-02-28 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Outcome",NA,"outcome_count","integer","-","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2009-02-01 &&& 2009-02-28 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Outcome",NA,"prevalence","numeric","-","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2009-02-01 &&& 2009-02-28 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Outcome",NA,"prevalence_95CI_lower","numeric","-","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2009-02-01 &&& 2009-02-28 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Outcome",NA,"prevalence_95CI_upper","numeric","-","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2009-02-01 &&& 2009-02-28 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Denominator",NA,"denominator_count","integer","56","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2009-03-01 &&& 2009-03-31 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Outcome",NA,"outcome_count","integer","-","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2009-03-01 &&& 2009-03-31 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Outcome",NA,"prevalence","numeric","-","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2009-03-01 &&& 2009-03-31 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Outcome",NA,"prevalence_95CI_lower","numeric","-","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2009-03-01 &&& 2009-03-31 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Outcome",NA,"prevalence_95CI_upper","numeric","-","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2009-03-01 &&& 2009-03-31 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Denominator",NA,"denominator_count","integer","56","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2009-04-01 &&& 2009-04-30 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Outcome",NA,"outcome_count","integer","0","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2009-04-01 &&& 2009-04-30 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Outcome",NA,"prevalence","numeric","0","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2009-04-01 &&& 2009-04-30 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Outcome",NA,"prevalence_95CI_lower","numeric","0","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2009-04-01 &&& 2009-04-30 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Outcome",NA,"prevalence_95CI_upper","numeric","0.06419","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2009-04-01 &&& 2009-04-30 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Denominator",NA,"denominator_count","integer","55","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2009-05-01 &&& 2009-05-31 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Outcome",NA,"outcome_count","integer","-","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2009-05-01 &&& 2009-05-31 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Outcome",NA,"prevalence","numeric","-","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2009-05-01 &&& 2009-05-31 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Outcome",NA,"prevalence_95CI_lower","numeric","-","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2009-05-01 &&& 2009-05-31 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Outcome",NA,"prevalence_95CI_upper","numeric","-","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2009-05-01 &&& 2009-05-31 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Denominator",NA,"denominator_count","integer","54","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2009-06-01 &&& 2009-06-30 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Outcome",NA,"outcome_count","integer","-","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2009-06-01 &&& 2009-06-30 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Outcome",NA,"prevalence","numeric","-","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2009-06-01 &&& 2009-06-30 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Outcome",NA,"prevalence_95CI_lower","numeric","-","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2009-06-01 &&& 2009-06-30 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Outcome",NA,"prevalence_95CI_upper","numeric","-","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2009-06-01 &&& 2009-06-30 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Denominator",NA,"denominator_count","integer","55","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2009-07-01 &&& 2009-07-31 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Outcome",NA,"outcome_count","integer","-","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2009-07-01 &&& 2009-07-31 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Outcome",NA,"prevalence","numeric","-","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2009-07-01 &&& 2009-07-31 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Outcome",NA,"prevalence_95CI_lower","numeric","-","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2009-07-01 &&& 2009-07-31 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Outcome",NA,"prevalence_95CI_upper","numeric","-","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2009-07-01 &&& 2009-07-31 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Denominator",NA,"denominator_count","integer","54","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2009-08-01 &&& 2009-08-31 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Outcome",NA,"outcome_count","integer","-","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2009-08-01 &&& 2009-08-31 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Outcome",NA,"prevalence","numeric","-","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2009-08-01 &&& 2009-08-31 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Outcome",NA,"prevalence_95CI_lower","numeric","-","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2009-08-01 &&& 2009-08-31 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Outcome",NA,"prevalence_95CI_upper","numeric","-","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2009-08-01 &&& 2009-08-31 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Denominator",NA,"denominator_count","integer","53","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2009-09-01 &&& 2009-09-30 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Outcome",NA,"outcome_count","integer","-","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2009-09-01 &&& 2009-09-30 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Outcome",NA,"prevalence","numeric","-","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2009-09-01 &&& 2009-09-30 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Outcome",NA,"prevalence_95CI_lower","numeric","-","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2009-09-01 &&& 2009-09-30 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Outcome",NA,"prevalence_95CI_upper","numeric","-","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2009-09-01 &&& 2009-09-30 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Denominator",NA,"denominator_count","integer","52","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2009-10-01 &&& 2009-10-31 &&& months"
"1","mock","denominator_cohort_name &&& outcome_cohort_name","denominator_cohort_1 &&& cohort_1","overall","overall","Outcome",NA,"outcome_count","integer","-","prevalence_start_date &&& prevalence_end_date &&& analysis_interval","2009-10-01 &&& 2009-10-31 &&& months"
